LocationId,Year,White,Latino,Black,Asian,Other,%White,%Latino,%Black,%Asian,%Other,max_race
107,2015,132177.0,28027.0,12114.0,16658.0,5473.0,0.67975,0.14414000000000002,0.0623,0.08567000000000001,0.02815,White
107,2016,131162.0,27978.0,11710.0,17743.0,5122.0,0.67709,0.14443,0.06045,0.09158999999999999,0.026439999999999998,White
107,2017,131482.0,29284.0,10850.0,18326.0,5513.0,0.6727,0.14982,0.055510000000000004,0.09376,0.028210000000000002,White
107,2018,132657.0,28530.0,10504.0,17845.0,5607.0,0.67979,0.1462,0.053829999999999996,0.09145,0.028730000000000002,White
108,2014,171147.0,17225.0,6210.0,19966.0,4834.0,0.78013,0.07852,0.028310000000000002,0.09101000000000001,0.02203,White
108,2015,171598.0,17534.0,6321.0,19572.0,5672.0,0.77753,0.07945,0.02864,0.08868,0.0257,White
108,2016,168702.0,19945.0,6293.0,20872.0,6110.0,0.7601899999999999,0.08987,0.028360000000000003,0.09405,0.027530000000000002,White
108,2017,168208.0,21126.0,5409.0,21926.0,5848.0,0.75593,0.09494,0.02431,0.09854,0.02628,White
108,2018,162173.0,20847.0,4953.0,22040.0,5436.0,0.75272,0.09676,0.02299,0.1023,0.025230000000000002,White
109,2014,36048.0,50149.0,29295.0,10246.0,4511.0,0.27676,0.38502,0.22491999999999998,0.07866000000000001,0.03463,Latino
109,2015,36664.0,49960.0,29538.0,11017.0,3978.0,0.27954,0.38092,0.22521,0.084,0.030330000000000003,Latino
109,2016,37094.0,49237.0,27924.0,10873.0,4753.0,0.2856,0.37909,0.215,0.08372,0.0366,Latino
109,2017,37498.0,50006.0,28363.0,11140.0,4487.0,0.28517,0.38029,0.2157,0.08472,0.03412,Latino
109,2018,35763.0,50196.0,27879.0,11360.0,4269.0,0.27623000000000003,0.38771,0.21534,0.08774,0.03297,Latino
110,2014,15552.0,28943.0,77339.0,4442.0,3675.0,0.11968,0.22271999999999997,0.59514,0.03418,0.02828,Black
110,2015,16650.0,30192.0,77017.0,4215.0,3817.0,0.12624000000000002,0.22891999999999998,0.58394,0.03196,0.028939999999999997,Black
110,2016,17744.0,32104.0,77583.0,4447.0,4089.0,0.1305,0.23611999999999997,0.5706,0.03271,0.03007,Black
110,2017,19327.0,32480.0,77699.0,4818.0,4077.0,0.13964000000000001,0.23468000000000003,0.5614,0.03481,0.029460000000000004,Black
110,2018,19430.0,32717.0,75892.0,4855.0,4287.0,0.14164000000000002,0.2385,0.55323,0.03539,0.03125,Black
111,2014,16753.0,55598.0,36592.0,8898.0,2762.0,0.13890999999999998,0.461,0.30341,0.07378,0.0229,Latino
111,2015,16943.0,56588.0,36075.0,9182.0,2881.0,0.13925,0.4651,0.2965,0.07547000000000001,0.02368,Latino
111,2016,18570.0,55429.0,36462.0,9360.0,2729.0,0.15153,0.4523,0.29753,0.07637999999999999,0.022269999999999998,Latino
111,2017,17382.0,58187.0,37610.0,9958.0,2583.0,0.13826,0.46283,0.29916,0.07921,0.02055,Latino
111,2018,17043.0,56742.0,38510.0,9621.0,2625.0,0.13685,0.45561,0.30922,0.07725,0.02108,Latino
112,2014,36414.0,151726.0,17239.0,5326.0,3714.0,0.16983,0.7076100000000001,0.0804,0.02484,0.01732,Latino
112,2015,36930.0,152980.0,17049.0,5842.0,3734.0,0.17055,0.70649,0.07874,0.02698,0.017240000000000002,Latino
112,2016,38922.0,153384.0,17104.0,5992.0,3296.0,0.17797000000000002,0.70135,0.07821,0.0274,0.015069999999999998,Latino
112,2017,41181.0,153564.0,17551.0,5902.0,3731.0,0.18556,0.69195,0.07908,0.02659,0.01681,Latino
112,2018,41471.0,151100.0,16630.0,6785.0,3671.0,0.1888,0.68789,0.07571,0.030889999999999997,0.01671,Latino
201,2014,1722.45523,69043.33842999999,27759.7912,765.74783,1001.2646300000001,0.017169999999999998,0.68842,0.27679000000000004,0.007640000000000001,0.00998,Latino
201,2015,1714.1803100000002,69262.30539,28225.73253,884.14276,1013.9952599999999,0.01696,0.68508,0.27919,0.00875,0.010029999999999999,Latino
201,2016,1633.9773,70013.41299,28922.73492,931.88265,1182.6762099999999,0.01591,0.68183,0.28167,0.00908,0.01152,Latino
201,2017,1980.25063,69185.92157,29464.423539999996,735.8308400000001,1141.3016400000001,0.01932,0.67493,0.28744000000000003,0.00718,0.01113,Latino
201,2018,2033.7193100000002,67290.9662,29467.6062,893.05421,1004.4472800000001,0.0202,0.6683,0.29266,0.008870000000000001,0.00998,Latino
202,2014,983.54477,39424.66157,15851.2088,437.25217000000004,571.73537,0.017169999999999998,0.68842,0.27679000000000004,0.007640000000000001,0.00998,Latino
202,2015,978.81969,39549.694610000006,16117.267469999999,504.85724000000005,579.0047400000001,0.01696,0.68508,0.27919,0.00875,0.010029999999999999,Latino
202,2016,933.0227,39978.58701,16515.26508,532.11735,675.32379,0.01591,0.68183,0.28167,0.00908,0.01152,Latino
202,2017,1130.74937,39506.07843,16824.57646,420.16916,651.69836,0.01932,0.67493,0.28744000000000003,0.00718,0.01113,Latino
202,2018,1161.28069,38424.0338,16826.3938,509.94579000000004,573.55272,0.0202,0.6683,0.29266,0.008870000000000001,0.00998,Latino
203,2014,3761.82309,51122.92625,24872.84744,632.59686,1086.1291800000001,0.046169999999999996,0.62746,0.30528,0.0077599999999999995,0.013330000000000002,Latino
203,2015,3872.88224,52973.74908,24691.82591,627.21514,1164.8980099999999,0.04648,0.63571,0.29631,0.007529999999999999,0.013980000000000001,Latino
203,2016,3774.05427,53388.63085,25281.369,683.9678299999999,948.6506699999999,0.04489,0.635,0.30069,0.008140000000000001,0.01128,Latino
203,2017,3572.48435,54127.88364,26163.97127,784.26355,908.5323800000001,0.041760000000000005,0.63265,0.30580999999999997,0.009170000000000001,0.010620000000000001,Latino
203,2018,3375.8069100000002,53030.01253,25776.48735,880.1560300000001,1005.89261,0.04016,0.6308,0.30661,0.01047,0.01197,Latino
204,2014,1988.0,91120.0,43997.0,2202.0,2160.0,0.01405,0.6441100000000001,0.31101,0.015569999999999999,0.015269999999999999,Latino
204,2015,2303.0,89324.0,44930.0,2266.0,2525.0,0.01629,0.63194,0.31787,0.016030000000000003,0.01786,Latino
204,2016,2383.0,90347.0,43484.0,2416.0,2425.0,0.016890000000000002,0.64051,0.30828,0.017130000000000003,0.01719,Latino
204,2017,2468.0,94659.0,42385.0,2571.0,2531.0,0.01707,0.65456,0.29309,0.01778,0.0175,Latino
204,2018,2776.0,93319.0,41186.0,1904.0,2886.0,0.019540000000000002,0.65685,0.2899,0.0134,0.020309999999999998,Latino
205,2014,1940.0,90177.0,36698.0,1771.0,1876.0,0.01465,0.68078,0.27705,0.013369999999999998,0.014159999999999999,Latino
205,2015,1965.0,93341.0,36631.0,2107.0,1550.0,0.014490000000000001,0.68839,0.27015,0.01554,0.01143,Latino
205,2016,1734.0,94245.0,37476.0,2031.0,1496.0,0.01266,0.68801,0.27358000000000005,0.014830000000000001,0.010920000000000001,Latino
205,2017,1648.0,95940.0,38616.0,2358.0,1762.0,0.01174,0.6837,0.27519,0.0168,0.01256,Latino
205,2018,1556.0,95667.0,36875.0,1732.0,1825.0,0.0113,0.69498,0.26788,0.01258,0.01326,Latino
206,2014,3927.17691,53370.07375,25966.15256,660.40314,1133.8708199999999,0.046169999999999996,0.62746,0.30528,0.0077599999999999995,0.013330000000000002,Latino
206,2015,4043.11776,55302.250920000006,25777.17409,654.78486,1216.1019900000001,0.04648,0.63571,0.29631,0.007529999999999999,0.013980000000000001,Latino
206,2016,3939.94573,55735.36915,26392.631,714.0321700000001,990.3493300000001,0.04489,0.635,0.30069,0.008140000000000001,0.01128,Latino
206,2017,3729.51565,56507.11636,27314.02873,818.73645,948.4676199999999,0.041760000000000005,0.63265,0.30580999999999997,0.009170000000000001,0.010620000000000001,Latino
206,2018,3524.1930899999998,55360.98747000001,26909.51265,918.8439699999999,1050.1073900000001,0.04016,0.6308,0.30661,0.01047,0.01197,Latino
207,2014,9235.0,83950.0,21374.0,8570.0,2125.0,0.07372999999999999,0.67024,0.17065,0.06842000000000001,0.01697,Latino
207,2015,10051.0,86439.0,20866.0,8492.0,2762.0,0.07815,0.6721,0.16224,0.06602999999999999,0.021480000000000003,Latino
207,2016,8623.0,90513.0,19973.0,8050.0,2796.0,0.06635,0.6964899999999999,0.15369000000000002,0.061939999999999995,0.021519999999999997,Latino
207,2017,8359.0,95046.0,19726.0,7564.0,2644.0,0.06269,0.71281,0.14794000000000002,0.056729999999999996,0.01983,Latino
207,2018,7655.0,94474.0,19664.0,7474.0,2808.0,0.057960000000000005,0.71531,0.14889000000000002,0.056589999999999994,0.02126,Latino
208,2014,37018.0,49611.0,14237.0,5487.0,2132.0,0.34123000000000003,0.45731000000000005,0.13122999999999999,0.05058,0.01965,Latino
208,2015,37160.0,49996.0,14126.0,5743.0,2400.0,0.33959,0.4569,0.12909,0.05248,0.02193,Latino
208,2016,35582.0,52429.0,13637.0,5776.0,2386.0,0.32403000000000004,0.47745,0.12419000000000001,0.0526,0.021730000000000003,Latino
208,2017,36369.0,53433.0,13439.0,5101.0,2840.0,0.32711,0.48058999999999996,0.12087,0.045880000000000004,0.02554,Latino
208,2018,35413.0,53569.0,13220.0,4813.0,2766.0,0.32258000000000003,0.48796000000000006,0.12042,0.04384,0.0252,Latino
209,2014,4637.0,107268.0,56380.0,12926.0,5175.0,0.024880000000000003,0.57552,0.30249000000000004,0.06935,0.027760000000000003,Latino
209,2015,5309.0,107907.0,54847.0,12845.0,5279.0,0.02851,0.5795600000000001,0.29458,0.06899,0.02835,Latino
209,2016,5264.0,110690.0,54656.0,13370.0,5576.0,0.02777,0.58394,0.28834,0.07053,0.029419999999999998,Latino
209,2017,5388.0,110961.0,55610.0,13296.0,5593.0,0.02823,0.58141,0.29138000000000003,0.06967000000000001,0.029310000000000003,Latino
209,2018,5488.0,109131.0,53643.0,13754.0,4899.0,0.02936,0.58385,0.28699,0.07357999999999999,0.02621,Latino
210,2014,41666.0,43129.0,33061.0,3244.0,2732.0,0.33647,0.34829,0.26698,0.0262,0.02206,Latino
210,2015,39109.0,44858.0,33787.0,3747.0,2544.0,0.31528,0.36163,0.27238,0.03021,0.02051,Latino
210,2016,35837.0,45410.0,34898.0,3626.0,2646.0,0.29275,0.37095,0.28507,0.02962,0.02161,Latino
210,2017,34777.0,47017.0,34218.0,4128.0,2446.0,0.28369,0.38354,0.27913000000000004,0.03367,0.01995,Latino
210,2018,33396.0,47813.0,33749.0,3722.0,2633.0,0.27529000000000003,0.39413000000000004,0.2782,0.030680000000000002,0.0217,Latino
211,2014,31435.0,57410.0,28048.0,10462.0,2608.0,0.24188,0.44173999999999997,0.21581999999999998,0.0805,0.020069999999999998,Latino
211,2015,29799.0,58754.0,29090.0,10552.0,2641.0,0.22776,0.44906999999999997,0.22234,0.08065,0.02019,Latino
211,2016,28250.0,60811.0,27881.0,9794.0,2765.0,0.21815,0.46958,0.2153,0.07562999999999999,0.02135,Latino
211,2017,28462.0,60465.0,27717.0,10398.0,2548.0,0.21963000000000002,0.46658999999999995,0.21388000000000001,0.08023999999999999,0.01966,Latino
211,2018,28102.0,60748.0,27656.0,10106.0,2721.0,0.21728000000000003,0.4697,0.21384,0.07814,0.02104,Latino
212,2014,10069.0,31880.0,93615.0,2957.0,3101.0,0.0711,0.22511,0.6610199999999999,0.020880000000000003,0.0219,Black
212,2015,10623.0,32553.0,93588.0,3271.0,3123.0,0.0742,0.22739,0.65374,0.02285,0.02182,Black
212,2016,9947.0,32632.0,94567.0,3954.0,3241.0,0.06891,0.22608000000000003,0.6551600000000001,0.027389999999999998,0.02245,Black
212,2017,9790.0,33701.0,95936.0,4692.0,3328.0,0.0664,0.22855999999999999,0.65065,0.03182,0.02257,Black
212,2018,9393.0,34809.0,96302.0,4692.0,3516.0,0.06316000000000001,0.23406999999999997,0.64757,0.03155,0.02364,Black
