,CensusTractNumber,White (% of total population),Married With Children (% of households),Nonfamily Households with Children Under 18 (% of all households),Median Household Income ($),Completed High School or High School and Some College (% of adults 25+),Unemployed (% ages 16 and older),Housing Units Occupied by Renters (%),U.S.-Born (% of total population),Elderly Population (% 65+)
620,36005013100.0,0.572519084,16.78876679,0.0,36500.0,53.93371276,6.574394464,87.85103785,64.73282443,6.603053435
621,36005013100.0,0.572519084,16.78876679,0.0,36500.0,53.93371276,6.574394464,87.85103785,64.73282443,6.603053435
622,36005013100.0,0.572519084,16.78876679,0.0,36500.0,53.93371276,6.574394464,87.85103785,64.73282443,6.603053435
623,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
624,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
625,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
626,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
627,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
628,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
629,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
630,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
631,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
632,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
633,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
634,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
635,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
636,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
637,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
638,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
639,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
640,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
641,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
642,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
643,36005013300.0,1.095382541,13.93993725,0.851636038,21923.0,52.1726701,4.480781482,95.51770506,74.19952814,11.67846309
644,36005013500.0,0.511164918,11.32352941,0.0,23689.0,56.66376307,4.204096299,91.25,69.33010492,10.59994619
645,36005013500.0,0.511164918,11.32352941,0.0,23689.0,56.66376307,4.204096299,91.25,69.33010492,10.59994619
646,36005013500.0,0.511164918,11.32352941,0.0,23689.0,56.66376307,4.204096299,91.25,69.33010492,10.59994619
647,36005013500.0,0.511164918,11.32352941,0.0,23689.0,56.66376307,4.204096299,91.25,69.33010492,10.59994619
648,36005013500.0,0.511164918,11.32352941,0.0,23689.0,56.66376307,4.204096299,91.25,69.33010492,10.59994619
649,36005013500.0,0.511164918,11.32352941,0.0,23689.0,56.66376307,4.204096299,91.25,69.33010492,10.59994619
650,36005014100.0,0.379637619,14.22515309,0.942063118,28451.0,54.86211901,5.371210313,93.12293924,66.28127696,7.972389991
651,36005014100.0,0.379637619,14.22515309,0.942063118,28451.0,54.86211901,5.371210313,93.12293924,66.28127696,7.972389991
652,36005014100.0,0.379637619,14.22515309,0.942063118,28451.0,54.86211901,5.371210313,93.12293924,66.28127696,7.972389991
653,36005014100.0,0.379637619,14.22515309,0.942063118,28451.0,54.86211901,5.371210313,93.12293924,66.28127696,7.972389991
654,36005014100.0,0.379637619,14.22515309,0.942063118,28451.0,54.86211901,5.371210313,93.12293924,66.28127696,7.972389991
655,36005014100.0,0.379637619,14.22515309,0.942063118,28451.0,54.86211901,5.371210313,93.12293924,66.28127696,7.972389991
656,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
657,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
658,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
659,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
660,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
661,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
662,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
663,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
664,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
665,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
666,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
667,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
668,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
669,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
670,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
671,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
672,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
673,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
674,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
675,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
676,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
677,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
678,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
679,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
680,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
681,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
682,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
683,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
684,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
685,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
686,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
687,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
688,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
689,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
690,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
691,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
692,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
693,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
694,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
695,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
696,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
697,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
698,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
699,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
700,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
701,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
702,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
703,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
704,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
705,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
706,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
707,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
708,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
709,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
710,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
711,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
712,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
713,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
714,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
715,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
716,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
717,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
718,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
719,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
720,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
721,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
722,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
723,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
724,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
725,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
726,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
727,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
728,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
729,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
730,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
731,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
732,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
733,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
734,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
735,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
736,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
737,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
738,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
739,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
740,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
741,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
742,36005014400.0,3.489016061,6.307977737,1.066790353,21508.0,60.4622871,11.57004831,87.84786642,80.70887945,12.77459849
743,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
744,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
745,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
746,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
747,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
748,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
749,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
750,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
751,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
752,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
753,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
754,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
755,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
756,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
757,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
758,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
759,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
760,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
761,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
762,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
763,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
764,36005014500.0,1.275413562,8.125819135,0.0,28732.0,56.67060213,10.71626874,96.81083443,78.16643516,6.566485667
765,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
766,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
767,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
768,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
769,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
770,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
771,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
772,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
773,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
774,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
775,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
776,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
777,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
778,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
779,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
780,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
781,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
782,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
783,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
784,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
785,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
786,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
787,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
788,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
789,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
790,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
791,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
792,36005014701.0,0.563048317,9.246231156,0.0,21436.0,51.07856192,10.64202335,99.69849246,80.54209768,5.892366112
793,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
794,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
795,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
796,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
797,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
798,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
799,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
800,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
801,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
802,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
803,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
804,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
805,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
806,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
807,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
808,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
809,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
810,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
811,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
812,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
813,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
814,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
815,36005014702.0,1.45164217,11.60287081,0.0,19425.0,51.47453083,4.991132506,100.0,72.21919797,9.090909091
816,36005014900.0,2.419172507,13.36375489,0.260756193,24874.0,46.06271777,8.333333333,91.91655802,62.17499435,7.144472078
817,36005014900.0,2.419172507,13.36375489,0.260756193,24874.0,46.06271777,8.333333333,91.91655802,62.17499435,7.144472078
818,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
819,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
820,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
821,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
822,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
823,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
824,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
825,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
826,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
827,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
828,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
829,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
830,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
831,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
832,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
833,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
834,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
835,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
836,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
837,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
838,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
839,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
840,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
841,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
842,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
843,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
844,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
845,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
846,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
847,36005015700.0,0.797342193,10.32531825,0.0,34738.0,51.13382306,10.42183623,87.12871287,67.44186047,9.634551495
